FLOW_ID,SOURCE_IP,SOURCE_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,TIMESTAMP,LABEL,FLOW_DURATION,TOTAL_FWD_PACKETS,TOTAL_BACKWARD_PACKETS,TOTAL_LENGTH_OF_FWD_PACKETS,TOTAL_LENGTH_OF_BWD_PACKETS,FLOW_BYTES_S,FLOW_PACKETS_S,AVERAGE_PACKET_SIZE,TARGETED
54.155.106.226:443 => 10.1.215.139:55228,54.155.106.226,443,10.1.215.139,55228,6,1680737911.345246,albanian,0.846798,483,483,660478,0,779971.1383352346,570.3839640622675,1367.4492753623188,False
192.168.1.134:54319 => 104.21.234.19:443,192.168.1.134,54319,104.21.234.19,443,6,1680794054.148769,abcnews,0.260295,54,54,5753,0,22101.845982442996,207.45692387483433,106.53703703703704,False
192.168.1.134:54320 => 104.21.234.19:443,192.168.1.134,54320,104.21.234.19,443,6,1680794054.151757,abcnews,0.104628,8,8,985,0,9414.305921932944,76.46136789387161,123.125,False
104.21.234.19:443 => 192.168.1.134:54319,104.21.234.19,443,192.168.1.134,54319,6,1680794054.182294,abcnews,0.22673,124,124,152769,0,673792.616768844,546.9060115555948,1232.008064516129,False
104.21.234.19:443 => 192.168.1.134:54320,104.21.234.19,443,192.168.1.134,54320,6,1680794054.186458,abcnews,0.069839,6,6,2954,0,42297.28375263105,85.91188304528988,492.3333333333333,False
192.168.1.134:51586 => 172.67.200.77:443,192.168.1.134,51586,172.67.200.77,443,6,1680796523.379648,indeksonline,0.106228,7,7,957,0,9008.92420077569,65.8959972888504,136.71428571428572,True
192.168.1.134:51587 => 172.67.200.77:443,192.168.1.134,51587,172.67.200.77,443,6,1680796523.380603,indeksonline,4.680717,90,90,10093,0,2156.293576390113,19.227823429615594,112.14444444444445,True
172.67.200.77:443 => 192.168.1.134:51586,172.67.200.77,443,192.168.1.134,51586,6,1680796523.412816,indeksonline,0.072983,5,5,2400,0,32884.370332817234,68.50910486003589,480.0,True
172.67.200.77:443 => 192.168.1.134:51587,172.67.200.77,443,192.168.1.134,51587,6,1680796523.412821,indeksonline,4.648327,233,233,301206,0,64798.797502843496,50.12556130409931,1292.7296137339056,True
192.168.1.134:52851 => 185.53.100.21:443,192.168.1.134,52851,185.53.100.21,443,6,1680801581.5935,fjala,4.155418,998,998,88346,0,21260.436374872515,240.16837776608756,88.52304609218437,False
192.168.1.134:52852 => 185.53.100.21:443,192.168.1.134,52852,185.53.100.21,443,6,1680801581.593711,fjala,0.184788,8,8,1025,0,5546.896984652683,43.2928545143624,128.125,False
185.53.100.21:443 => 192.168.1.134:52851,185.53.100.21,443,192.168.1.134,52851,6,1680801581.651058,fjala,4.096789,3967,3967,5751062,0,1403797.461865866,968.3193349718524,1449.7257373329971,False
185.53.100.21:443 => 192.168.1.134:52852,185.53.100.21,443,192.168.1.134,52852,6,1680801581.654566,fjala,0.123862,11,11,5788,0,46729.42468230773,88.80851269961731,526.1818181818181,False
192.168.1.134:62245 => 104.21.88.188:443,192.168.1.134,62245,104.21.88.188,443,6,1680798458.096047,kosovapress,0.105195,7,7,957,0,9097.390560387852,66.54308664860497,136.71428571428572,True
192.168.1.134:62246 => 104.21.88.188:443,192.168.1.134,62246,104.21.88.188,443,6,1680798458.096384,kosovapress,2.87202,67,67,8116,0,2825.885613609933,23.328528352866623,121.13432835820896,True
104.21.88.188:443 => 192.168.1.134:62245,104.21.88.188,443,192.168.1.134,62245,6,1680798458.128185,kosovapress,0.072993,5,5,2419,0,33140.16412532709,68.49971915115148,483.8,True
104.21.88.188:443 => 192.168.1.134:62246,104.21.88.188,443,192.168.1.134,62246,6,1680798458.128189,kosovapress,2.840054,108,108,106307,0,37431.3305310392,38.0274459570135,984.324074074074,True
192.168.1.134:53144 => 104.21.72.173:443,192.168.1.134,53144,104.21.72.173,443,6,1680801636.375013,insajderi,1.407331,89,89,8982,0,6382.293859795599,63.24027538652954,100.92134831460676,True
192.168.1.134:53145 => 104.21.72.173:443,192.168.1.134,53145,104.21.72.173,443,6,1680801636.375353,insajderi,1.406954,8,8,1009,0,717.1520888387254,5.686042329742124,126.125,True
104.21.72.173:443 => 192.168.1.134:53144,104.21.72.173,443,192.168.1.134,53144,6,1680801636.406672,insajderi,1.375525,181,181,240243,0,174655.4951745697,131.5861216626379,1327.3093922651933,True
104.21.72.173:443 => 192.168.1.134:53145,104.21.72.173,443,192.168.1.134,53145,6,1680801636.407994,insajderi,1.374197,6,6,2951,0,2147.4359207595417,4.366186216386733,491.8333333333333,True
192.168.1.134:54241 => 104.26.14.171:443,192.168.1.134,54241,104.26.14.171,443,6,1680794048.07146,gazeta-shqip,0.064929,7,7,957,0,14739.176639098092,107.8100694604876,136.71428571428572,False
192.168.1.134:54242 => 104.26.14.171:443,192.168.1.134,54242,104.26.14.171,443,6,1680794048.071879,gazeta-shqip,3.12067,54,54,5801,0,1858.8956858623308,17.30397638968555,107.42592592592592,False
104.26.14.171:443 => 192.168.1.134:54241,104.26.14.171,443,192.168.1.134,54241,6,1680794048.088866,gazeta-shqip,0.047457,5,5,2418,0,50951.3875719072,105.35853509492804,483.6,False
104.26.14.171:443 => 192.168.1.134:54242,104.26.14.171,443,192.168.1.134,54242,6,1680794048.090143,gazeta-shqip,3.102169,83,83,77127,0,24862.281842156248,26.75547334784146,929.2409638554216,False
192.168.1.56:50611 => 144.91.119.216:443,192.168.1.56,50611,144.91.119.216,443,6,1680782449.230329,gazetaolle,1.522484,100,100,19425,0,12758.754771807124,65.68213524739832,194.25,True
192.168.1.56:50612 => 144.91.119.216:443,192.168.1.56,50612,144.91.119.216,443,6,1680782449.2308,gazetaolle,1.521909,108,108,19976,0,13125.620520017952,70.96350701651676,184.96296296296296,True
144.91.119.216:443 => 192.168.1.56:50611,144.91.119.216,443,192.168.1.56,50611,6,1680782449.275325,gazetaolle,1.477225,340,340,467808,0,316680.26197769464,230.16128213373048,1375.9058823529413,True
144.91.119.216:443 => 192.168.1.56:50612,144.91.119.216,443,192.168.1.56,50612,6,1680782449.276915,gazetaolle,1.475633,372,372,516637,0,350112.12137435254,252.09520253342123,1388.8091397849462,True
192.168.1.56:50614 => 144.91.119.216:443,192.168.1.56,50614,144.91.119.216,443,6,1680782449.391049,gazetaolle,1.366658,106,106,18625,0,13628.135202808604,77.5614674629644,175.7075471698113,True
192.168.1.56:50615 => 144.91.119.216:443,192.168.1.56,50615,144.91.119.216,443,6,1680782449.391607,gazetaolle,1.361168,107,107,12469,0,9160.515087042892,78.60895936431065,116.53271028037383,True
192.168.1.56:50616 => 144.91.119.216:443,192.168.1.56,50616,144.91.119.216,443,6,1680782449.391911,gazetaolle,1.360884,52,52,11463,0,8423.20138968494,38.210457320388805,220.44230769230768,True
192.168.1.56:50617 => 144.91.119.216:443,192.168.1.56,50617,144.91.119.216,443,6,1680782449.392012,gazetaolle,1.360728,59,59,10724,0,7881.0754243316815,43.359143046957215,181.7627118644068,True
144.91.119.216:443 => 192.168.1.56:50614,144.91.119.216,443,192.168.1.56,50614,6,1680782449.436247,gazetaolle,1.321282,547,547,770905,0,583452.2834640902,413.9918654761058,1409.3327239488117,True
144.91.119.216:443 => 192.168.1.56:50617,144.91.119.216,443,192.168.1.56,50617,6,1680782449.436247,gazetaolle,1.316302,120,120,157994,0,120028.68642606332,91.16448960800788,1316.6166666666666,True
144.91.119.216:443 => 192.168.1.56:50615,144.91.119.216,443,192.168.1.56,50615,6,1680782449.436248,gazetaolle,1.316302,636,636,902011,0,685261.4369650733,483.17179492244185,1418.256289308176,True
144.91.119.216:443 => 192.168.1.56:50616,144.91.119.216,443,192.168.1.56,50616,6,1680782449.43757,gazetaolle,1.31498,93,93,117689,0,89498.69959999392,70.72350910280004,1265.47311827957,True
192.168.1.134:63268 => 65.21.91.157:443,192.168.1.134,63268,65.21.91.157,443,6,1680798607.211758,ul-info,1.092626,56,56,5558,0,5086.827514629891,51.25267017259337,99.25,False
192.168.1.134:63269 => 65.21.91.157:443,192.168.1.134,63269,65.21.91.157,443,6,1680798607.218126,ul-info,1.086365,9,9,1037,0,954.559471264262,8.284508429487326,115.22222222222224,False
65.21.91.157:443 => 192.168.1.134:63268,65.21.91.157,443,192.168.1.134,63268,6,1680798607.275733,ul-info,1.028528,182,182,247291,0,240431.95712707867,176.95191574755378,1358.741758241758,False
65.21.91.157:443 => 192.168.1.134:63269,65.21.91.157,443,192.168.1.134,63269,6,1680798607.280978,ul-info,1.023286,8,8,5086,0,4970.26246816628,7.817951188621754,635.75,False
192.168.1.134:63274 => 65.21.91.157:443,192.168.1.134,63274,65.21.91.157,443,6,1680798607.735922,ul-info,0.568521,13,13,1809,0,3181.9405087938703,22.866349703880772,139.15384615384616,False
65.21.91.157:443 => 192.168.1.134:63274,65.21.91.157,443,192.168.1.134,63274,6,1680798607.797141,ul-info,0.507122,11,11,6161,0,12148.950351197542,21.691032926987983,560.0909090909091,False
192.168.1.56:49495 => 188.114.96.7:443,192.168.1.56,49495,188.114.96.7,443,6,1680789664.905035,kallxo,2.081363,33,33,3553,0,1707.0544638297115,15.8549950200902,107.66666666666669,True
192.168.1.56:49496 => 188.114.96.7:443,192.168.1.56,49496,188.114.96.7,443,6,1680789664.905606,kallxo,0.145678,7,7,957,0,6569.282939084831,48.05118137261632,136.71428571428572,True
188.114.96.7:443 => 192.168.1.56:49495,188.114.96.7,443,192.168.1.56,49495,6,1680789664.938234,kallxo,2.048005,71,71,81502,0,39795.801279782034,34.66788411161106,1147.9154929577464,True
188.114.96.7:443 => 192.168.1.56:49496,188.114.96.7,443,192.168.1.56,49496,6,1680789664.938239,kallxo,0.112843,5,5,2395,0,21224.1787261948,44.30935015907057,479.0,True
10.1.215.139:53083 => 173.231.244.176:443,10.1.215.139,53083,173.231.244.176,443,6,1680737346.347658,bulevardionline,4.667653,88,88,10695,0,2291.3014313617573,18.85315810751142,121.5340909090909,False
10.1.215.139:53084 => 173.231.244.176:443,10.1.215.139,53084,173.231.244.176,443,6,1680737346.347968,bulevardionline,4.66923,13,13,1662,0,355.9473403537628,2.784184972682862,127.84615384615384,False
10.1.215.139:53085 => 173.231.244.176:443,10.1.215.139,53085,173.231.244.176,443,6,1680737346.411351,bulevardionline,4.602076,13,13,1662,0,361.1413631587136,2.8248121065362675,127.84615384615384,False
173.231.244.176:443 => 10.1.215.139:53083,173.231.244.176,443,10.1.215.139,53083,6,1680737346.470704,bulevardionline,4.54452,230,230,298165,0,65609.78937269503,50.61040549937067,1296.3695652173913,False
173.231.244.176:443 => 10.1.215.139:53084,173.231.244.176,443,10.1.215.139,53084,6,1680737346.470711,bulevardionline,4.546443,10,10,6573,0,1445.7456081600496,2.199521692012855,657.3,False
173.231.244.176:443 => 10.1.215.139:53085,173.231.244.176,443,10.1.215.139,53085,6,1680737346.528828,bulevardionline,4.484453,10,10,6573,0,1465.730603041218,2.229926370061187,657.3,False
10.1.215.139:53095 => 173.231.244.176:443,10.1.215.139,53095,173.231.244.176,443,6,1680737347.602099,bulevardionline,0.605206,10,10,1412,0,2333.0898900539646,16.52329950463148,141.2,False
10.1.215.139:53096 => 173.231.244.176:443,10.1.215.139,53096,173.231.244.176,443,6,1680737347.602146,bulevardionline,0.482627,9,9,1372,0,2842.775062315204,18.647941370872328,152.44444444444446,False
10.1.215.139:53097 => 173.231.244.176:443,10.1.215.139,53097,173.231.244.176,443,6,1680737347.602185,bulevardionline,0.60759,10,10,1412,0,2323.935548642999,16.458467058378183,141.2,False
10.1.215.139:53098 => 173.231.244.176:443,10.1.215.139,53098,173.231.244.176,443,6,1680737347.602217,bulevardionline,0.607543,10,10,1412,0,2324.115330108322,16.459740298217575,141.2,False
10.1.215.139:53099 => 173.231.244.176:443,10.1.215.139,53099,173.231.244.176,443,6,1680737347.602248,bulevardionline,3.409599,126,126,9682,0,2839.6301148610146,36.95449230246724,76.84126984126983,False
10.1.215.139:53100 => 173.231.244.176:443,10.1.215.139,53100,173.231.244.176,443,6,1680737347.602286,bulevardionline,0.607448,10,10,1412,0,2324.4788031238886,16.462314469715928,141.2,False
173.231.244.176:443 => 10.1.215.139:53099,173.231.244.176,443,10.1.215.139,53099,6,1680737347.720619,bulevardionline,3.291086,694,694,998565,0,303415.0429371946,210.87264203974007,1438.8544668587897,False
173.231.244.176:443 => 10.1.215.139:53096,173.231.244.176,443,10.1.215.139,53096,6,1680737347.720624,bulevardionline,0.481981,8,8,5628,0,11676.808836862863,16.59816465794295,703.5,False
173.231.244.176:443 => 10.1.215.139:53095,173.231.244.176,443,10.1.215.139,53095,6,1680737347.72924,bulevardionline,0.477976,8,8,5640,0,11799.755636266256,16.7372420372571,705.0,False
173.231.244.176:443 => 10.1.215.139:53097,173.231.244.176,443,10.1.215.139,53097,6,1680737347.729244,bulevardionline,0.480442,8,8,5640,0,11739.19016239213,16.65133356367678,705.0,False
173.231.244.176:443 => 10.1.215.139:53098,173.231.244.176,443,10.1.215.139,53098,6,1680737347.729244,bulevardionline,0.480441,8,8,5640,0,11739.214596589383,16.6513682221126,705.0,False
173.231.244.176:443 => 10.1.215.139:53100,173.231.244.176,443,10.1.215.139,53100,6,1680737347.729244,bulevardionline,0.480441,8,8,5640,0,11739.214596589383,16.6513682221126,705.0,False
192.168.1.134:58665 => 104.22.28.76:443,192.168.1.134,58665,104.22.28.76,443,6,1680794647.416559,koha,1.827079,386,386,42152,0,23070.704660280153,211.2661795138579,109.20207253886012,True
192.168.1.134:58666 => 104.22.28.76:443,192.168.1.134,58666,104.22.28.76,443,6,1680794647.416843,koha,0.079341,8,8,985,0,12414.766640198635,100.83059200161328,123.125,True
104.22.28.76:443 => 192.168.1.134:58665,104.22.28.76,443,192.168.1.134,58665,6,1680794647.435824,koha,1.80771,1693,1693,2396922,0,1325943.87374081,936.5440253137948,1415.7838157117542,True
104.22.28.76:443 => 192.168.1.134:58666,104.22.28.76,443,192.168.1.134,58666,6,1680794647.43583,koha,0.060241,6,6,2954,0,49036.37057817766,99.59994024003583,492.3333333333333,True
192.168.1.56:62761 => 104.21.5.50:443,192.168.1.56,62761,104.21.5.50,443,6,1680762695.411502,gazeta,1.257806,84,84,6775,0,5386.363238846055,66.78295381004702,80.6547619047619,False
192.168.1.56:62762 => 104.21.5.50:443,192.168.1.56,62762,104.21.5.50,443,6,1680762695.411711,gazeta,0.116259,8,8,1009,0,8678.897977790966,68.81187692995812,126.125,False
104.21.5.50:443 => 192.168.1.56:62761,104.21.5.50,443,192.168.1.56,62761,6,1680762695.445142,gazeta,1.224027,216,216,283642,0,231728.5484715615,176.46669558759731,1313.1574074074074,False
104.21.5.50:443 => 192.168.1.56:62762,104.21.5.50,443,192.168.1.56,62762,6,1680762695.445146,gazeta,0.082537,7,7,4629,0,56083.938112604046,84.81044864727335,661.2857142857143,False
192.168.1.56:61274 => 172.67.71.111:443,192.168.1.56,61274,172.67.71.111,443,6,1680762479.54959,gjirafa,1.884807,78,78,7383,0,3917.111937720944,41.38354749319161,94.65384615384616,True
192.168.1.56:61275 => 172.67.71.111:443,192.168.1.56,61275,172.67.71.111,443,6,1680762479.549803,gjirafa,0.111795,8,8,985,0,8810.769712420055,71.5595509638177,123.125,True
172.67.71.111:443 => 192.168.1.56:61274,172.67.71.111,443,192.168.1.56,61274,6,1680762479.58325,gjirafa,1.850987,173,173,195691,0,105722.5145287352,93.46364939353975,1131.1618497109826,True
172.67.71.111:443 => 192.168.1.56:61275,172.67.71.111,443,192.168.1.56,61275,6,1680762479.583256,gjirafa,0.07829,6,6,2982,0,38089.15570315494,76.63814024779666,497.0,True
192.168.1.134:52893 => 145.14.156.93:443,192.168.1.134,52893,145.14.156.93,443,6,1680801588.506126,rdnews,0.149257,9,9,1037,0,6947.74784432221,60.29867945891985,115.22222222222224,False
192.168.1.134:52894 => 145.14.156.93:443,192.168.1.134,52894,145.14.156.93,443,6,1680801588.50727,rdnews,2.561601,51,51,5084,0,1984.696289547045,19.9094238329857,99.68627450980392,False
145.14.156.93:443 => 192.168.1.134:52894,145.14.156.93,443,192.168.1.134,52894,6,1680801588.550674,rdnews,2.518007,94,94,120940,0,48030.049161896684,37.331111470301714,1286.595744680851,False
145.14.156.93:443 => 192.168.1.134:52893,145.14.156.93,443,192.168.1.134,52893,6,1680801588.552003,rdnews,0.103215,8,8,5605,0,54304.12246282033,77.50811413069806,700.625,False
10.1.215.139:58288 => 188.40.137.224:443,10.1.215.139,58288,188.40.137.224,443,6,1680738376.637425,shqiperia,3.121622,74,74,7578,0,2427.584121331795,23.705624832218636,102.4054054054054,False
10.1.215.139:58289 => 188.40.137.224:443,10.1.215.139,58289,188.40.137.224,443,6,1680738376.637581,shqiperia,1.93954,78,78,10447,0,5386.328717118492,40.21572125349309,133.93589743589743,False
188.40.137.224:443 => 10.1.215.139:58289,188.40.137.224,443,10.1.215.139,58289,6,1680738376.671384,shqiperia,1.905595,178,178,246411,0,129309.21838061078,93.40914517512904,1384.3314606741574,False
188.40.137.224:443 => 10.1.215.139:58288,188.40.137.224,443,10.1.215.139,58288,6,1680738376.671389,shqiperia,3.087297,142,142,197428,0,63948.49604686559,45.99492695390175,1390.338028169014,False
10.1.215.139:58291 => 188.40.137.224:443,10.1.215.139,58291,188.40.137.224,443,6,1680738376.779569,shqiperia,1.798958,79,79,8608,0,4784.9922010408245,43.91431039523991,108.9620253164557,False
10.1.215.139:58292 => 188.40.137.224:443,10.1.215.139,58292,188.40.137.224,443,6,1680738376.779781,shqiperia,1.895918,64,64,8449,0,4456.416363998865,33.75673420474936,132.015625,False
10.1.215.139:58293 => 188.40.137.224:443,10.1.215.139,58293,188.40.137.224,443,6,1680738376.789436,shqiperia,1.787667,69,69,6396,0,3577.8475521447785,38.59779254189959,92.69565217391305,False
10.1.215.139:58294 => 188.40.137.224:443,10.1.215.139,58294,188.40.137.224,443,6,1680738376.789803,shqiperia,1.787282,32,32,6158,0,3445.4551660006646,17.90428147320904,192.4375,False
188.40.137.224:443 => 10.1.215.139:58291,188.40.137.224,443,10.1.215.139,58291,6,1680738376.813966,shqiperia,1.764486,171,171,236861,0,134237.95938307245,96.91207524457548,1385.1520467836258,False
188.40.137.224:443 => 10.1.215.139:58292,188.40.137.224,443,10.1.215.139,58292,6,1680738376.815136,shqiperia,1.86045,124,124,168660,0,90655.48657582844,66.65054153564998,1360.1612903225807,False
188.40.137.224:443 => 10.1.215.139:58293,188.40.137.224,443,10.1.215.139,58293,6,1680738376.823333,shqiperia,1.755119,104,104,142437,0,81155.18093075171,59.25524138249315,1369.5865384615386,False
188.40.137.224:443 => 10.1.215.139:58294,188.40.137.224,443,10.1.215.139,58294,6,1680738376.824522,shqiperia,1.753929,49,49,58101,0,33126.198380892274,27.937276822493956,1185.734693877551,False
192.168.1.134:58546 => 104.21.235.31:443,192.168.1.134,58546,104.21.235.31,443,6,1680797890.669043,gazetamapo,1.412396,76,76,7469,0,5288.17697019816,53.809271620706944,98.27631578947368,False
192.168.1.134:58547 => 104.21.235.31:443,192.168.1.134,58547,104.21.235.31,443,6,1680797890.66922,gazetamapo,0.108445,8,8,1009,0,9304.255613444604,73.77011388261332,126.125,False
104.21.235.31:443 => 192.168.1.134:58547,104.21.235.31,443,192.168.1.134,58547,6,1680797890.702961,gazetamapo,0.074426,6,6,4586,0,61618.25168623868,80.61698868674925,764.3333333333334,False
104.21.235.31:443 => 192.168.1.134:58546,104.21.235.31,443,192.168.1.134,58546,6,1680797890.702966,gazetamapo,1.378377,185,185,225939,0,163916.69332845803,134.2158204903303,1221.291891891892,False
192.168.1.134:54446 => 172.67.161.21:443,192.168.1.134,54446,172.67.161.21,443,6,1680803814.474786,gazetablic,0.359717,10,10,1089,0,3027.379856943097,27.799631376887945,108.9,True
192.168.1.134:54447 => 172.67.161.21:443,192.168.1.134,54447,172.67.161.21,443,6,1680803814.475024,gazetablic,3.227188,44,44,4450,0,1378.909440664752,13.634160761629008,101.13636363636364,True
172.67.161.21:443 => 192.168.1.134:54446,172.67.161.21,443,192.168.1.134,54446,6,1680803814.5068,gazetablic,0.327552,8,8,3760,0,11479.093395857755,24.42360296991012,470.0,True
172.67.161.21:443 => 192.168.1.134:54447,172.67.161.21,443,192.168.1.134,54447,6,1680803814.506806,gazetablic,3.195196,95,95,118320,0,37030.59217650498,29.732135368221545,1245.4736842105262,True
192.168.1.134:50638 => 172.67.172.2:443,192.168.1.134,50638,172.67.172.2,443,6,1680796351.863064,radiokosovaelire,0.112145,8,8,985,0,8783.27165722948,71.3362165054171,123.125,False
192.168.1.134:50639 => 172.67.172.2:443,192.168.1.134,50639,172.67.172.2,443,6,1680796351.863277,radiokosovaelire,2.204719,44,44,4249,0,1927.2297285957984,19.95719182353851,96.5681818181818,False
172.67.172.2:443 => 192.168.1.134:50638,172.67.172.2,443,192.168.1.134,50638,6,1680796351.897359,radiokosovaelire,0.077773,6,6,2949,0,37918.043536960125,77.14759620948143,491.5,False
172.67.172.2:443 => 192.168.1.134:50639,172.67.172.2,443,192.168.1.134,50639,6,1680796351.897364,radiokosovaelire,2.170523,95,95,117581,0,54171.736489316165,43.76825308923241,1237.6947368421052,False
192.168.1.134:51989 => 188.40.137.224:443,192.168.1.134,51989,188.40.137.224,443,6,1680793664.506061,shqiperia,1.286254,90,90,11535,0,8967.902140634742,69.97062788531659,128.16666666666666,False
192.168.1.134:51990 => 188.40.137.224:443,192.168.1.134,51990,188.40.137.224,443,6,1680793664.506321,shqiperia,1.286029,91,91,10023,0,7793.758927675814,70.7604571903122,110.14285714285714,False
188.40.137.224:443 => 192.168.1.134:51989,188.40.137.224,443,192.168.1.134,51989,6,1680793664.541732,shqiperia,1.250376,177,177,243161,0,194470.30333275752,141.5574195282059,1373.7909604519773,False
188.40.137.224:443 => 192.168.1.134:51990,188.40.137.224,443,192.168.1.134,51990,6,1680793664.543702,shqiperia,1.248408,217,217,308068,0,246768.68459670237,173.82137890817745,1419.668202764977,False
192.168.1.134:51992 => 188.40.137.224:443,192.168.1.134,51992,188.40.137.224,443,6,1680793664.6578,shqiperia,2.483424,37,37,4973,0,2002.477224992591,14.89878490342366,134.40540540540542,False
192.168.1.134:51993 => 188.40.137.224:443,192.168.1.134,51993,188.40.137.224,443,6,1680793664.658077,shqiperia,1.134345,67,67,8880,0,7828.306203139256,59.06492292909124,132.53731343283582,False
192.168.1.134:51994 => 188.40.137.224:443,192.168.1.134,51994,188.40.137.224,443,6,1680793664.670161,shqiperia,1.122227,46,46,5943,0,5295.720028122652,40.989924498341246,129.19565217391303,False
192.168.1.134:51995 => 188.40.137.224:443,192.168.1.134,51995,188.40.137.224,443,6,1680793664.67078,shqiperia,1.121491,61,61,7402,0,6600.14213221506,54.39187652865694,121.34426229508196,False
188.40.137.224:443 => 192.168.1.134:51992,188.40.137.224,443,192.168.1.134,51992,6,1680793664.69591,shqiperia,2.444978,53,53,66855,0,27343.80432052967,21.677086664992487,1261.4150943396226,False
188.40.137.224:443 => 192.168.1.134:51993,188.40.137.224,443,192.168.1.134,51993,6,1680793664.696034,shqiperia,1.096076,122,122,166508,0,151912.82356332956,111.30615030344612,1364.8196721311476,False
188.40.137.224:443 => 192.168.1.134:51995,188.40.137.224,443,192.168.1.134,51995,6,1680793664.706889,shqiperia,1.085218,96,96,129699,0,119514.23584938694,88.4614888437162,1351.03125,False
188.40.137.224:443 => 192.168.1.134:51994,188.40.137.224,443,192.168.1.134,51994,6,1680793664.7069,shqiperia,1.085209,100,100,135423,0,124789.7870364142,92.1481484211797,1354.23,False
10.1.215.139:55747 => 192.254.235.73:443,10.1.215.139,55747,192.254.235.73,443,6,1680738013.908003,kercova,4.750521,8,8,1025,0,215.7658075819473,1.6840258152737353,128.125,False
10.1.215.139:55748 => 192.254.235.73:443,10.1.215.139,55748,192.254.235.73,443,6,1680738013.908316,kercova,4.749471,215,215,23291,0,4903.914562274409,45.26819934262153,108.33023255813951,False
192.254.235.73:443 => 10.1.215.139:55748,192.254.235.73,443,10.1.215.139,55748,6,1680738014.106666,kercova,4.540017,1113,1113,1519151,0,334613.5047511937,245.15326704723793,1364.915543575921,False
10.1.215.139:55750 => 192.254.235.73:443,10.1.215.139,55750,192.254.235.73,443,6,1680738014.107078,kercova,4.551455,9,9,1077,0,236.62762786845084,1.977389647925773,119.66666666666669,False
192.254.235.73:443 => 10.1.215.139:55747,192.254.235.73,443,10.1.215.139,55747,6,1680738014.111093,kercova,0.385221,9,9,5778,0,14999.182287569993,23.36321228593457,642.0,False
192.254.235.73:443 => 10.1.215.139:55750,192.254.235.73,443,10.1.215.139,55750,6,1680738014.289674,kercova,0.390651,9,9,5778,0,14790.695531305437,23.03846655966579,642.0,False
192.168.1.134:53514 => 104.22.28.76:443,192.168.1.134,53514,104.22.28.76,443,6,1680796853.513237,koha,1.608822,353,353,41315,0,25680.28035419705,219.41519944406528,117.03966005665724,True
192.168.1.134:53515 => 104.22.28.76:443,192.168.1.134,53515,104.22.28.76,443,6,1680796853.513453,koha,0.061078,7,7,957,0,15668.489472477817,114.6075510003602,136.71428571428572,True
104.22.28.76:443 => 192.168.1.134:53514,104.22.28.76,443,192.168.1.134,53514,6,1680796853.531581,koha,1.590419,1724,1724,2451952,0,1541701.9037121665,1083.9910740502974,1422.245939675174,True
104.22.28.76:443 => 192.168.1.134:53515,104.22.28.76,443,192.168.1.134,53515,6,1680796853.531586,koha,0.042791,5,5,2391,0,55876.23565703069,116.8470005374962,478.2,True
192.168.1.134:57058 => 80.91.126.100:443,192.168.1.134,57058,80.91.126.100,443,6,1680797622.589117,rtsh,0.170863,8,8,1019,0,5963.842376640934,46.82113740248035,127.375,False
192.168.1.134:57059 => 80.91.126.100:443,192.168.1.134,57059,80.91.126.100,443,6,1680797622.58932,rtsh,2.512785,83,83,7288,0,2900.367520500162,33.031079061678575,87.80722891566265,False
80.91.126.100:443 => 192.168.1.134:57059,80.91.126.100,443,192.168.1.134,57059,6,1680797622.638118,rtsh,2.463846,319,319,417188,0,169323.89443171368,129.47237773789433,1307.7993730407522,False
80.91.126.100:443 => 192.168.1.134:57058,80.91.126.100,443,192.168.1.134,57058,6,1680797622.638122,rtsh,0.121736,8,8,4317,0,35461.98330814221,65.7159755536571,539.625,False
192.168.1.56:50914 => 188.40.137.224:443,192.168.1.56,50914,188.40.137.224,443,6,1680782479.614169,shqiperia,1.223353,73,73,9987,0,8163.62897708184,59.67206521748015,136.8082191780822,False
192.168.1.56:50915 => 188.40.137.224:443,192.168.1.56,50915,188.40.137.224,443,6,1680782479.614392,shqiperia,1.151629,68,68,9470,0,8223.134360110766,59.04679371568448,139.26470588235293,False
188.40.137.224:443 => 192.168.1.56:50915,188.40.137.224,443,192.168.1.56,50915,6,1680782479.650692,shqiperia,1.115148,172,172,232380,0,208384.8959958678,154.2396166248785,1351.046511627907,False
188.40.137.224:443 => 192.168.1.56:50914,188.40.137.224,443,192.168.1.56,50914,6,1680782479.650697,shqiperia,1.186696,185,185,253739,0,213819.71456885335,155.89502281966065,1371.5621621621622,False
192.168.1.56:50917 => 188.40.137.224:443,192.168.1.56,50917,188.40.137.224,443,6,1680782479.764469,shqiperia,0.999582,60,60,7051,0,7053.948550494107,60.02509048782391,117.51666666666668,False
192.168.1.56:50918 => 188.40.137.224:443,192.168.1.56,50918,188.40.137.224,443,6,1680782479.764533,shqiperia,1.080974,67,67,8962,0,8290.671190981468,61.98113923184091,133.76119402985074,False
192.168.1.56:50919 => 188.40.137.224:443,192.168.1.56,50919,188.40.137.224,443,6,1680782479.771669,shqiperia,1.073797,25,25,6133,0,5711.507854836622,23.28186798808341,245.32,False
192.168.1.56:50920 => 188.40.137.224:443,192.168.1.56,50920,188.40.137.224,443,6,1680782479.771774,shqiperia,2.346756,12,12,2469,0,1052.0906306407653,5.113441704207851,205.75,False
